ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,CLV
511,Zone 1,28,36,Unmarried,3,69,Some college,No,Male,Yes,No,Yes,Total service,No,264.2270651835279
512,Zone 2,41,46,Married,14,47,High school degree,No,Male,Yes,No,Yes,Total service,No,301.4186419285512
513,Zone 3,67,50,Married,31,83,High school degree,No,Male,No,No,No,E-service,No,311.3412077895364
514,Zone 1,38,40,Unmarried,15,34,High school degree,No,Female,No,Yes,No,E-service,No,278.2600437983106
515,Zone 2,18,38,Unmarried,8,45,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,226.13794238362087
516,Zone 2,6,42,Married,17,29,High school degree,No,Female,Yes,No,Yes,Total service,No,300.0452308921949
517,Zone 2,4,36,Unmarried,0,21,High school degree,No,Female,No,No,No,Basic service,No,209.2366549700753
518,Zone 1,13,23,Married,3,30,Some college,No,Female,Yes,Yes,Yes,Total service,No,210.66819682205065
519,Zone 1,20,35,Unmarried,0,78,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,184.1964678656228
520,Zone 1,34,49,Married,27,61,Some college,No,Female,No,No,Yes,Plus service,No,309.4454238149733
521,Zone 1,46,29,Married,4,90,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,215.6303363901976
522,Zone 1,48,41,Unmarried,21,43,High school degree,No,Male,No,No,No,E-service,No,305.13255595660576
523,Zone 3,69,61,Married,12,301,High school degree,No,Male,Yes,No,Yes,Plus service,No,308.31382964381766
524,Zone 1,32,34,Married,7,32,High school degree,No,Male,No,No,No,Basic service,No,263.4827455376148
525,Zone 1,29,29,Unmarried,9,41,High school degree,No,Male,No,No,Yes,E-service,No,279.063737800723
526,Zone 3,55,52,Unmarried,22,127,Did not complete high school,No,Female,Yes,No,No,E-service,No,306.5687688959441
527,Zone 3,72,60,Married,36,271,Did not complete high school,No,Female,No,No,Yes,Plus service,No,311.6970854762821
528,Zone 3,29,26,Unmarried,1,32,Some college,No,Female,Yes,No,No,Basic service,Yes,162.2040901307501
529,Zone 2,50,25,Married,1,36,College degree,No,Female,Yes,No,Yes,Total service,No,237.92349250454149
530,Zone 3,35,50,Married,11,293,Some college,No,Male,No,No,No,Basic service,Yes,299.3357000424247
531,Zone 3,11,63,Unmarried,9,41,Some college,No,Male,No,Yes,No,Basic service,Yes,253.99787112762675
532,Zone 1,9,29,Unmarried,9,39,Some college,No,Female,No,No,No,Basic service,No,226.02464944781298
533,Zone 2,51,48,Unmarried,27,58,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,306.44126743164674
534,Zone 1,33,34,Married,2,28,Did not complete high school,No,Female,No,Yes,No,E-service,No,267.546454722701
535,Zone 1,25,20,Unmarried,0,15,High school degree,No,Male,No,No,Yes,Plus service,No,233.63572353438147
536,Zone 3,31,34,Unmarried,9,105,College degree,No,Female,No,No,No,Plus service,No,278.66376931976896
537,Zone 2,67,40,Married,10,80,College degree,No,Female,Yes,Yes,Yes,Total service,No,248.06043560506095
538,Zone 3,55,45,Unmarried,8,36,High school degree,No,Male,Yes,No,Yes,Plus service,No,276.91390957119
539,Zone 3,19,50,Unmarried,7,112,College degree,No,Female,Yes,No,No,Total service,No,288.6719798507271
540,Zone 1,39,34,Married,11,55,College degree,No,Female,Yes,Yes,Yes,Total service,No,242.47392193210896
541,Zone 2,52,35,Married,8,40,College degree,No,Male,Yes,No,Yes,Plus service,No,261.7599714642804
542,Zone 3,55,37,Married,15,23,High school degree,No,Female,No,No,Yes,Plus service,No,300.8956217251443
543,Zone 2,25,62,Unmarried,27,28,College degree,Yes,Female,Yes,No,Yes,Total service,Yes,304.88226388534946
544,Zone 3,33,58,Unmarried,12,21,High school degree,Yes,Female,No,No,No,Basic service,No,286.1652341908336
545,Zone 2,48,35,Unmarried,5,63,College degree,No,Male,No,No,Yes,Plus service,Yes,255.4812783337692
546,Zone 2,48,31,Married,12,52,College degree,No,Male,Yes,Yes,Yes,Total service,No,235.75114699546924
547,Zone 2,49,57,Unmarried,3,189,Did not complete high school,No,Female,No,No,No,Basic service,No,275.27127505738014
548,Zone 3,54,32,Married,0,50,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,284.47130134782367
549,Zone 1,45,32,Married,9,23,Did not complete high school,No,Male,No,No,No,Basic service,No,266.6984990209929
550,Zone 3,4,37,Married,1,33,High school degree,No,Female,No,Yes,No,Basic service,Yes,203.2838549778121
551,Zone 3,49,27,Married,3,29,Some college,No,Female,Yes,Yes,No,E-service,Yes,228.09608819025922
552,Zone 2,23,35,Unmarried,2,96,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,206.27981441352455
553,Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,No,Male,No,Yes,No,E-service,Yes,283.49464559983164
554,Zone 2,55,44,Married,2,68,High school degree,No,Male,No,No,Yes,Plus service,No,293.40869010398274
555,Zone 1,9,28,Unmarried,7,30,Did not complete high school,No,Female,No,No,No,Basic service,No,224.00047491017634
556,Zone 2,55,57,Married,25,34,High school degree,No,Male,No,No,No,Basic service,No,304.8077732325962
557,Zone 1,34,30,Unmarried,3,35,High school degree,No,Female,Yes,No,Yes,Plus service,No,233.40788204974731
558,Zone 1,10,23,Unmarried,4,36,High school degree,No,Male,No,No,Yes,Plus service,No,252.1261308707085
559,Zone 2,62,76,Unmarried,20,35,Some college,Yes,Female,No,No,No,E-service,No,310.70153771624365
560,Zone 2,51,36,Unmarried,13,62,Some college,No,Male,Yes,Yes,Yes,Total service,No,238.16100824513242
561,Zone 1,65,48,Unmarried,28,94,Did not complete high school,No,Male,No,No,No,E-service,No,309.85480474703047
562,Zone 3,53,33,Unmarried,1,60,Did not complete high school,No,Male,Yes,No,Yes,Total service,No,261.8797496813272
563,Zone 1,23,35,Unmarried,4,118,High school degree,No,Male,Yes,Yes,No,Basic service,Yes,147.6694518112813
564,Zone 3,1,30,Unmarried,3,135,College degree,No,Male,No,Yes,No,Basic service,Yes,146.40054790189504
565,Zone 3,66,55,Unmarried,20,80,High school degree,No,Female,No,No,Yes,Plus service,No,306.416617242243
566,Zone 3,8,27,Married,0,21,Some college,No,Female,No,Yes,No,E-service,No,247.15366322463433
567,Zone 3,18,28,Married,3,22,Did not complete high school,No,Female,No,No,No,Basic service,No,245.21535735801024
568,Zone 3,36,32,Married,3,63,College degree,No,Male,No,Yes,No,E-service,No,254.67059712575593
569,Zone 1,13,40,Unmarried,16,142,High school degree,No,Female,No,No,No,Basic service,Yes,274.0513788311088
570,Zone 3,4,44,Unmarried,15,32,Some college,No,Female,Yes,Yes,Yes,Plus service,Yes,245.96005933817852
571,Zone 3,20,32,Unmarried,10,19,Some college,No,Male,No,Yes,No,E-service,No,257.62762092920354
572,Zone 1,66,39,Married,12,60,College degree,No,Male,Yes,Yes,Yes,Total service,No,257.9457105531046
573,Zone 3,67,47,Married,7,97,Did not complete high school,No,Male,No,No,Yes,Plus service,No,303.87875662792504
574,Zone 1,11,24,Married,0,31,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,206.94039528573728
575,Zone 1,6,26,Unmarried,7,30,Some college,No,Female,No,Yes,No,Basic service,Yes,151.55690262112378
576,Zone 2,13,23,Married,4,31,Did not complete high school,No,Female,Yes,Yes,No,Basic service,No,135.93369204073386
577,Zone 2,2,29,Married,3,44,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,222.42557270087707
578,Zone 1,4,40,Unmarried,12,38,High school degree,No,Male,No,No,No,Basic service,No,261.5307183017046
579,Zone 1,34,63,Married,10,23,High school degree,No,Female,Yes,Yes,Yes,Total service,No,293.70926281034565
580,Zone 1,13,34,Married,6,37,Some college,No,Male,No,No,No,Plus service,No,294.696314422688
581,Zone 2,37,40,Married,14,26,High school degree,No,Male,No,No,No,E-service,No,305.1767006834079
582,Zone 1,45,30,Married,8,38,High school degree,No,Male,No,No,Yes,Plus service,No,289.3480853912813
583,Zone 2,71,70,Unmarried,30,153,Some college,Yes,Female,No,No,Yes,Plus service,No,310.8299870383441
584,Zone 1,35,40,Unmarried,5,49,Did not complete high school,No,Female,No,No,No,Basic service,No,245.9122164270184
585,Zone 3,44,41,Unmarried,21,51,Some college,No,Male,No,Yes,No,Basic service,No,242.41737838524503
586,Zone 3,44,45,Married,19,88,Did not complete high school,No,Male,No,No,Yes,Plus service,No,308.10520654276394
587,Zone 1,26,41,Married,20,19,Did not complete high school,No,Female,No,No,No,Basic service,No,292.7705123334633
588,Zone 2,42,46,Married,9,31,Did not complete high school,No,Female,No,No,No,Basic service,No,280.4891029438569
589,Zone 2,41,47,Married,6,90,High school degree,No,Male,No,Yes,No,Basic service,Yes,240.26079693052733
590,Zone 1,31,24,Married,3,14,Did not complete high school,No,Male,No,No,No,Basic service,No,236.46536008271866
591,Zone 3,62,63,Unmarried,43,341,High school degree,No,Male,Yes,Yes,No,Plus service,Yes,310.27935651184
592,Zone 1,12,23,Married,2,24,College degree,No,Female,Yes,Yes,Yes,Total service,No,185.8472497587893
593,Zone 2,45,49,Married,27,81,High school degree,No,Female,No,No,Yes,Plus service,No,309.3219034455624
594,Zone 1,47,34,Married,4,63,High school degree,No,Female,No,No,No,Basic service,No,256.2723200351765
595,Zone 2,23,22,Married,1,27,Did not complete high school,No,Male,No,No,Yes,Plus service,No,265.1444467085758
596,Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,185.6569267637505
597,Zone 2,19,26,Unmarried,2,48,Some college,No,Male,Yes,No,Yes,Plus service,No,216.40038977327063
598,Zone 1,13,54,Unmarried,12,121,College degree,No,Male,No,No,Yes,Plus service,No,296.99276550251864
599,Zone 2,5,33,Unmarried,6,39,Some college,No,Male,No,No,Yes,Total service,Yes,278.74172622256526
600,Zone 2,11,19,Unmarried,0,21,High school degree,No,Male,No,No,No,Basic service,Yes,169.98911008589673
601,Zone 3,4,32,Unmarried,2,53,College degree,No,Male,No,No,No,Basic service,Yes,200.186189880514
602,Zone 3,17,42,Unmarried,8,58,Did not complete high school,No,Male,Yes,Yes,No,E-service,Yes,255.62631897801504
603,Zone 2,7,27,Unmarried,3,39,Some college,No,Male,No,No,Yes,Basic service,Yes,183.69955027572286
604,Zone 1,19,65,Unmarried,3,108,Did not complete high school,No,Male,No,No,Yes,Plus service,No,302.9160058750132
605,Zone 2,32,34,Married,0,38,Did not complete high school,No,Male,No,No,No,E-service,No,291.9235607521806
606,Zone 2,53,51,Unmarried,31,245,College degree,No,Male,No,No,No,E-service,No,309.71254276929267
607,Zone 1,51,38,Unmarried,19,51,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,285.0372774123788
608,Zone 1,35,34,Unmarried,7,78,College degree,No,Female,No,No,No,Basic service,No,216.09661218903886
609,Zone 1,3,31,Married,4,23,College degree,No,Male,Yes,No,Yes,Total service,Yes,264.1167214881821
610,Zone 1,22,48,Unmarried,7,88,College degree,No,Male,No,Yes,No,Basic service,Yes,197.45926635429294
611,Zone 3,17,21,Married,0,25,High school degree,No,Female,No,No,Yes,Plus service,No,263.02184454619754
612,Zone 2,68,39,Unmarried,20,73,High school degree,No,Female,No,No,No,E-service,No,302.29319883009066
613,Zone 2,27,41,Married,7,62,College degree,No,Female,No,No,No,Plus service,No,291.7328197909675
614,Zone 3,68,52,Married,8,456,Some college,No,Female,No,No,Yes,Plus service,No,308.8697665562068
615,Zone 3,56,42,Married,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,300.96201239926387
616,Zone 3,11,32,Unmarried,8,23,High school degree,No,Female,No,Yes,No,Basic service,No,177.15012907367418
617,Zone 3,5,47,Unmarried,7,46,Did not complete high school,No,Female,No,No,Yes,Basic service,Yes,255.23246676596023
618,Zone 3,16,50,Unmarried,5,263,High school degree,No,Female,No,No,Yes,Plus service,No,298.6866627978927
619,Zone 2,59,30,Unmarried,2,34,College degree,No,Female,Yes,No,No,E-service,No,225.40974708838516
620,Zone 1,60,64,Unmarried,14,33,High school degree,Yes,Male,Yes,No,Yes,Total service,No,304.6951142600168
621,Zone 3,55,47,Unmarried,11,37,Did not complete high school,No,Male,No,No,No,Plus service,No,301.37305812416724
622,Zone 1,18,56,Unmarried,22,296,High school degree,No,Male,No,No,No,Basic service,No,302.802794630145
623,Zone 2,16,22,Unmarried,0,26,Some college,No,Female,No,No,No,E-service,Yes,248.0334455708247
624,Zone 1,35,57,Married,32,47,College degree,No,Male,No,Yes,No,E-service,No,308.3350689294049
625,Zone 3,31,23,Married,1,31,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,208.027560667824
626,Zone 2,20,49,Married,5,264,High school degree,No,Female,No,No,No,Basic service,No,287.28492821797533
627,Zone 2,16,27,Unmarried,5,41,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,164.3421467534386
628,Zone 2,69,48,Married,27,55,High school degree,No,Male,No,No,Yes,Plus service,No,309.23610542961336
629,Zone 3,69,66,Married,31,49,High school degree,No,Male,No,No,No,Basic service,No,309.9807090263967
630,Zone 2,27,24,Married,3,26,Did not complete high school,No,Female,No,No,No,Basic service,Yes,227.59179229002925
631,Zone 3,48,39,Unmarried,20,110,College degree,No,Male,No,No,Yes,Plus service,No,294.29285657299806
632,Zone 1,18,52,Married,20,66,Did not complete high school,No,Female,No,Yes,Yes,Basic service,No,274.02074254600524
633,Zone 2,24,40,Married,4,39,Some college,No,Female,No,No,Yes,Plus service,No,288.3005732832583
634,Zone 2,17,42,Unmarried,6,31,High school degree,No,Male,Yes,No,No,Total service,Yes,282.18208056445826
635,Zone 2,9,24,Married,3,26,College degree,No,Female,No,No,Yes,Basic service,No,184.86862585605223
636,Zone 2,15,46,Unmarried,5,232,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,231.53161915466768
637,Zone 1,62,37,Married,10,43,College degree,No,Female,No,No,No,E-service,No,296.85224553895347
638,Zone 1,9,41,Unmarried,12,39,College degree,No,Male,Yes,Yes,No,Basic service,Yes,156.419216239604
639,Zone 2,71,41,Married,10,73,High school degree,No,Female,No,No,Yes,Plus service,No,297.9482288622158
640,Zone 2,62,59,Married,37,74,Did not complete high school,No,Male,No,No,Yes,Plus service,No,311.4595790831103
641,Zone 2,20,38,Unmarried,19,237,College degree,No,Male,No,Yes,Yes,Total service,No,276.69053877809984
642,Zone 1,19,33,Married,11,22,Did not complete high school,No,Male,No,No,No,Plus service,No,300.14989811508593
643,Zone 2,49,61,Married,28,21,Did not complete high school,No,Male,No,No,Yes,Plus service,No,310.87904973475526
644,Zone 3,3,64,Unmarried,3,9,High school degree,Yes,Male,No,No,No,Basic service,Yes,280.82955490196713
645,Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,No,Male,Yes,Yes,No,Basic service,Yes,108.93431748340616
646,Zone 2,38,44,Unmarried,1,50,College degree,No,Female,No,Yes,No,E-service,Yes,232.21407709606132
647,Zone 3,42,48,Married,14,27,Some college,No,Female,Yes,No,Yes,Total service,No,302.76498113100723
648,Zone 1,11,26,Unmarried,2,53,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,186.44075819570926
649,Zone 3,27,28,Married,0,58,Some college,No,Male,No,No,No,Plus service,No,283.6835334016655
650,Zone 3,23,50,Unmarried,1,151,College degree,No,Female,No,No,No,Basic service,No,244.29239661717787
651,Zone 2,4,38,Married,13,54,High school degree,No,Male,Yes,No,Yes,Plus service,No,288.30546401724445
652,Zone 3,36,42,Unmarried,5,31,Did not complete high school,No,Female,No,No,No,Basic service,Yes,251.17583780776982
653,Zone 2,37,42,Unmarried,10,115,Did not complete high school,No,Female,No,No,Yes,Plus service,No,290.46331070914687
654,Zone 3,24,58,Married,30,24,Did not complete high school,No,Male,No,No,No,Basic service,No,308.6047087387665
655,Zone 3,4,24,Unmarried,1,17,High school degree,No,Male,No,No,No,Basic service,Yes,197.24833672428002
656,Zone 3,54,33,Unmarried,5,47,High school degree,No,Female,No,No,No,Plus service,No,279.9138993324486
657,Zone 3,7,49,Unmarried,8,36,Did not complete high school,No,Female,No,No,Yes,Plus service,Yes,295.1313021006187
658,Zone 1,10,28,Unmarried,9,75,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,195.9315245997337
659,Zone 3,24,35,Married,10,41,Post-undergraduate degree,No,Female,No,Yes,No,E-service,No,269.03204134213263
660,Zone 3,12,31,Unmarried,8,18,College degree,No,Male,No,Yes,No,Basic service,Yes,152.90488420102005
661,Zone 2,45,54,Unmarried,25,171,Some college,No,Female,No,No,Yes,Plus service,No,307.44651049554454
662,Zone 3,59,55,Married,29,42,Some college,No,Female,No,No,No,E-service,No,311.2436147431556
663,Zone 1,3,21,Married,1,36,Some college,No,Female,No,No,No,Basic service,No,215.2862171443174
664,Zone 3,8,35,Unmarried,6,31,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,200.05242208127862
665,Zone 1,16,59,Unmarried,5,207,High school degree,No,Female,No,No,Yes,Total service,No,305.3410238720568
666,Zone 3,32,33,Unmarried,1,38,Did not complete high school,No,Female,No,No,No,Basic service,No,221.71036093210543
667,Zone 1,8,49,Unmarried,14,134,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,258.3820782960105
668,Zone 1,9,28,Married,8,28,Some college,No,Male,No,Yes,No,E-service,Yes,268.0124961304114
669,Zone 2,12,19,Married,0,15,High school degree,No,Female,No,No,No,E-service,No,268.66113498024157
670,Zone 2,24,43,Married,15,48,College degree,No,Male,Yes,Yes,Yes,Total service,No,265.4267184341672
671,Zone 3,72,75,Unmarried,48,14,High school degree,Yes,Female,No,No,No,E-service,No,311.8196936965322
672,Zone 3,58,61,Unmarried,42,101,College degree,No,Female,No,Yes,No,E-service,No,309.323919014691
673,Zone 1,70,44,Married,24,87,High school degree,No,Male,Yes,No,Yes,Plus service,No,304.77001167656897
674,Zone 3,9,25,Unmarried,3,27,Did not complete high school,No,Female,No,No,No,Basic service,Yes,207.71396253625298
675,Zone 1,49,25,Unmarried,1,27,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,No,154.24702875460136
676,Zone 3,52,54,Unmarried,7,59,Some college,No,Male,No,No,No,Plus service,No,301.1739867634012
677,Zone 1,10,42,Married,10,294,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,272.15330666202755
678,Zone 1,14,52,Married,2,44,Some college,No,Male,Yes,No,No,Plus service,No,294.5479932027166
679,Zone 1,19,27,Married,3,35,High school degree,No,Male,Yes,No,Yes,Total service,No,271.7027377938205
680,Zone 3,12,36,Married,4,205,College degree,No,Female,Yes,Yes,No,E-service,Yes,248.05059292253478
681,Zone 1,65,59,Unmarried,27,732,Some college,No,Female,Yes,No,Yes,E-service,No,311.03962669281475
682,Zone 1,67,40,Married,14,59,Some college,No,Male,No,No,Yes,Plus service,No,301.9655422193064
683,Zone 2,29,24,Married,3,23,Did not complete high school,No,Male,No,No,Yes,Plus service,No,271.96946797129254
684,Zone 3,55,46,Unmarried,8,87,High school degree,No,Female,No,Yes,Yes,Basic service,No,204.33865588013842
685,Zone 3,71,67,Married,25,110,Did not complete high school,No,Female,No,No,Yes,Plus service,No,311.34609885027953
686,Zone 3,5,44,Married,2,83,Some college,No,Female,Yes,Yes,Yes,Plus service,Yes,244.32619437358915
687,Zone 3,60,58,Unmarried,0,63,College degree,No,Female,No,No,No,E-service,No,294.0972533405755
688,Zone 2,10,40,Unmarried,6,22,Some college,No,Female,No,Yes,No,Basic service,Yes,176.0297401616991
689,Zone 3,52,64,Unmarried,44,43,Some college,No,Male,Yes,Yes,Yes,Total service,No,308.9376878748765
690,Zone 2,61,43,Married,22,35,High school degree,No,Male,No,Yes,No,E-service,No,300.6422360767113
691,Zone 1,61,29,Married,5,48,High school degree,No,Male,No,No,No,E-service,No,294.56462934242313
692,Zone 2,67,47,Married,19,69,Some college,No,Male,No,No,Yes,Plus service,No,306.40511743091815
693,Zone 3,41,42,Married,12,26,College degree,No,Male,No,Yes,Yes,E-service,No,276.96084132903616
694,Zone 1,30,28,Unmarried,1,20,Did not complete high school,No,Female,No,No,No,Basic service,Yes,204.3159130696534
695,Zone 1,24,46,Unmarried,12,43,High school degree,No,Male,Yes,No,Yes,Total service,No,291.76072005532865
696,Zone 1,72,75,Unmarried,37,33,Did not complete high school,Yes,Female,No,No,No,E-service,No,311.72068259988015
697,Zone 2,17,35,Unmarried,7,66,High school degree,No,Male,Yes,Yes,Yes,Total service,Yes,221.97386811914276
698,Zone 2,65,72,Unmarried,46,12,High school degree,Yes,Male,No,No,Yes,Plus service,No,311.6333587815843
699,Zone 1,15,30,Married,8,90,High school degree,No,Male,No,Yes,Yes,Total service,No,273.8958185948952
700,Zone 1,34,33,Unmarried,8,35,Some college,No,Female,No,No,No,E-service,Yes,285.65723613620827
701,Zone 1,26,43,Unmarried,23,51,Post-undergraduate degree,No,Female,No,Yes,No,E-service,Yes,282.4970648619994
702,Zone 2,36,45,Unmarried,22,117,Some college,No,Female,No,No,No,E-service,No,306.0315962060489
703,Zone 1,60,48,Unmarried,29,100,High school degree,No,Female,No,No,Yes,Plus service,No,307.57020728745
704,Zone 1,16,54,Unmarried,20,147,Did not complete high school,No,Male,No,No,Yes,Plus service,No,307.4787390763054
705,Zone 2,1,33,Unmarried,5,53,College degree,No,Female,No,No,No,Basic service,Yes,197.34888397800137
706,Zone 3,56,30,Married,9,57,Post-undergraduate degree,No,Male,Yes,Yes,No,E-service,No,237.28835392949773
707,Zone 2,6,50,Unmarried,5,37,High school degree,No,Male,No,No,No,E-service,No,297.26695675469875
708,Zone 2,48,34,Unmarried,7,42,Some college,No,Female,No,No,No,E-service,No,282.27683166999293
709,Zone 2,34,36,Married,17,50,Did not complete high school,No,Male,No,No,Yes,Plus service,No,301.78658020961376
710,Zone 2,54,42,Married,0,55,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,225.81815772312194
711,Zone 3,38,31,Married,2,42,High school degree,No,Female,Yes,No,Yes,Total service,No,275.7874422032971
712,Zone 2,25,55,Unmarried,15,37,Did not complete high school,No,Female,No,No,No,Basic service,Yes,284.2028319042047
713,Zone 1,47,69,Married,17,228,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,306.1051622338333
714,Zone 1,72,62,Married,35,163,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,307.7655371762448
715,Zone 2,6,35,Married,6,28,College degree,No,Female,No,Yes,Yes,Total service,No,249.70367774096138
716,Zone 1,30,51,Married,9,118,Post-undergraduate degree,No,Female,No,No,No,Basic service,No,279.4873941296768
717,Zone 1,65,70,Married,9,115,High school degree,Yes,Female,Yes,No,Yes,Total service,No,308.9396297314357
718,Zone 1,22,44,Married,19,37,College degree,No,Male,Yes,No,Yes,Plus service,No,294.0948490249935
719,Zone 1,60,53,Unmarried,32,93,Did not complete high school,No,Male,No,No,Yes,Plus service,No,309.8243855971913
720,Zone 2,19,32,Unmarried,12,71,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,203.88434458084635
721,Zone 3,18,25,Unmarried,4,26,High school degree,No,Female,No,No,No,Basic service,No,206.4715977621884
722,Zone 1,9,37,Married,10,14,College degree,No,Female,No,No,No,Basic service,Yes,254.5401218433296
723,Zone 1,1,34,Married,6,18,Did not complete high school,No,Female,No,Yes,No,Basic service,Yes,211.02847683179206
724,Zone 3,10,28,Married,2,36,College degree,No,Female,Yes,Yes,Yes,Total service,No,203.54584739413446
725,Zone 3,45,34,Married,14,43,College degree,No,Male,No,Yes,No,E-service,Yes,278.7868707656899
726,Zone 1,25,28,Married,6,41,College degree,No,Female,Yes,No,Yes,Plus service,Yes,246.7521747714884
727,Zone 3,66,39,Unmarried,1,66,High school degree,No,Female,No,No,No,E-service,No,286.751893483309
728,Zone 1,27,67,Unmarried,1,33,College degree,Yes,Female,Yes,No,Yes,Plus service,Yes,277.8544983282602
729,Zone 1,19,41,Unmarried,5,53,College degree,No,Male,No,No,No,Basic service,No,227.47706010416888
730,Zone 2,17,41,Married,9,28,College degree,No,Male,No,No,No,Basic service,No,257.9881655511891
731,Zone 2,16,36,Unmarried,13,58,College degree,No,Male,No,No,Yes,Basic service,No,219.655258565898
732,Zone 1,8,42,Married,2,129,College degree,No,Female,No,Yes,No,Basic service,No,201.43351800130975
733,Zone 1,3,25,Unmarried,0,65,College degree,No,Female,Yes,Yes,No,Total service,Yes,168.3941169607649
734,Zone 3,59,57,Unmarried,26,311,Some college,No,Female,No,No,No,Basic service,No,305.0856579026472
735,Zone 2,45,37,Unmarried,2,57,Some college,No,Female,No,No,No,E-service,No,278.73021168277427
736,Zone 1,66,62,Unmarried,31,47,High school degree,No,Female,No,No,No,E-service,No,311.0164829712624
737,Zone 3,28,50,Married,7,25,Did not complete high school,No,Male,No,No,Yes,Basic service,No,281.84204801773535
738,Zone 1,15,38,Married,11,46,Post-undergraduate degree,No,Male,No,No,No,Basic service,Yes,261.94961749906275
739,Zone 3,39,34,Married,10,51,Some college,No,Female,Yes,No,Yes,Total service,No,290.1276570598972
740,Zone 3,38,33,Unmarried,4,19,High school degree,No,Female,No,No,No,Plus service,No,276.6737375373084
741,Zone 3,34,29,Unmarried,5,26,Some college,No,Female,No,Yes,No,E-service,No,236.46710379503878
742,Zone 3,60,57,Married,18,72,Post-undergraduate degree,Yes,Male,Yes,Yes,Yes,Total service,No,293.32766425256403
743,Zone 3,72,65,Married,33,71,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,311.5737591926909
744,Zone 1,42,42,Married,9,41,High school degree,No,Male,Yes,No,Yes,Plus service,No,289.4957459427009
745,Zone 3,32,37,Unmarried,9,44,High school degree,No,Male,No,No,No,Basic service,No,252.28174142335064
746,Zone 3,48,50,Married,4,208,College degree,No,Female,Yes,Yes,No,Total service,Yes,277.76297012672774
747,Zone 3,63,37,Married,1,45,College degree,No,Female,Yes,Yes,No,E-service,No,227.52165259016945
748,Zone 3,45,27,Married,3,39,Some college,No,Male,No,No,Yes,E-service,No,284.0936766174091
749,Zone 2,68,42,Unmarried,16,89,College degree,No,Male,No,Yes,No,E-service,No,270.7302038263898
750,Zone 1,6,29,Married,4,19,High school degree,No,Female,No,No,No,Basic service,No,243.05853394124426
751,Zone 1,68,57,Married,33,15,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,306.4440328766066
752,Zone 3,72,68,Married,26,59,High school degree,Yes,Female,Yes,Yes,Yes,Total service,No,308.0358629058091
753,Zone 3,53,38,Married,15,20,Some college,No,Female,No,Yes,Yes,E-service,No,284.77970542100195
754,Zone 3,20,51,Married,11,27,College degree,No,Male,No,No,Yes,Plus service,No,301.374560110826
755,Zone 2,70,35,Married,4,48,High school degree,No,Male,No,No,No,E-service,No,295.89567288777226
756,Zone 3,32,47,Unmarried,25,135,High school degree,No,Female,No,Yes,No,Basic service,No,268.56836094255897
757,Zone 2,61,52,Married,23,19,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,309.0684900117803
758,Zone 1,24,25,Married,3,28,College degree,No,Male,No,Yes,No,E-service,No,234.7247381515587
759,Zone 2,56,61,Married,14,12,Did not complete high school,Yes,Female,No,No,No,Basic service,No,299.7340093209997
760,Zone 3,54,59,Unmarried,28,28,High school degree,No,Male,No,Yes,No,E-service,No,306.58916808795783
761,Zone 3,43,38,Married,7,18,Some college,No,Female,Yes,Yes,No,Total service,No,266.3277449164381
762,Zone 1,19,35,Unmarried,7,58,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,221.2924880057707
763,Zone 3,5,43,Unmarried,16,72,Some college,No,Female,No,No,Yes,Plus service,No,297.23081999540256
764,Zone 1,24,61,Married,6,112,College degree,No,Female,No,Yes,No,Basic service,Yes,253.3662808053885
765,Zone 3,62,35,Married,2,28,High school degree,No,Female,No,No,No,E-service,No,295.4440075817121
